Horodatage;NOG 2SEP992QD;NOG 2SEP992QD_Qualite;NOG 1SEP992QD;NOG 1SEP992QD_Qualite;NOG 0SEP998QD;NOG 0SEP998QD_Qualite;NOG 0SEP999QD;NOG 0SEP999QD_Qualite;NOG 1SEP991QD;NOG 1SEP991QD_Qualite;NOG 2SEP991QD;NOG 2SEP991QD_Qualite
25/11/2022 01:18;11296,19;GOOD;20170,8;GOOD;3399;GOOD;6804;GOOD;8425;GOOD;4808,06;GOOD
01/12/2022 23:24;11296,19;GOOD;20170,8;GOOD;3399;GOOD;6804;GOOD;8433;GOOD;4808,06;GOOD
01/12/2022 23:57;11296,19;GOOD;20183,2;GOOD;3399;GOOD;6804;GOOD;8433;GOOD;4808,06;GOOD
02/12/2022 00:09;11296,19;GOOD;20183,2;GOOD;3399;GOOD;6804;GOOD;8433;GOOD;4809;GOOD
02/12/2022 00:10;11296,19;GOOD;20183,2;GOOD;3403;GOOD;6804;GOOD;8433;GOOD;4809;GOOD
02/12/2022 00:33;11303;GOOD;20183,2;GOOD;3403;GOOD;6804;GOOD;8433;GOOD;4809;GOOD
08/12/2022 23:46;11303;GOOD;20183,9;GOOD;3403;GOOD;6804;GOOD;8433;GOOD;4809;GOOD
08/12/2022 23:56;11303;GOOD;20183,9;GOOD;3403;GOOD;6804;GOOD;8438;GOOD;4809;GOOD
09/12/2022 00:10;11316;GOOD;20183,9;GOOD;3403;GOOD;6804;GOOD;8438;GOOD;4809;GOOD
09/12/2022 00:44;11316;GOOD;20183,9;GOOD;3406;GOOD;6804;GOOD;8438;GOOD;4809;GOOD
15/12/2022 22:18;11316;GOOD;20183,9;GOOD;3406;GOOD;6785;GOOD;8438;GOOD;4809;GOOD
15/12/2022 22:23;11316;GOOD;20183,9;GOOD;3409;GOOD;6785;GOOD;8438;GOOD;4809;GOOD
15/12/2022 23:06;11321;GOOD;20183,9;GOOD;3409;GOOD;6785;GOOD;8438;GOOD;4809;GOOD
15/12/2022 23:19;11321;GOOD;20183,9;GOOD;3409;GOOD;6785;GOOD;8445;GOOD;4809;GOOD
15/12/2022 23:25;11321;GOOD;20183,9;GOOD;3409;GOOD;6785;GOOD;8445;GOOD;4810;GOOD
22/12/2022 21:08;11321;GOOD;20183,9;GOOD;3409;GOOD;6785;GOOD;8455;GOOD;4810;GOOD
22/12/2022 23:02;11336;GOOD;20183,9;GOOD;3409;GOOD;6785;GOOD;8455;GOOD;4810;GOOD
23/12/2022 00:01;11336;GOOD;20197,22;GOOD;3409;GOOD;6785;GOOD;8455;GOOD;4810;GOOD
23/12/2022 01:16;11336;GOOD;20197,22;GOOD;3409;GOOD;6785;GOOD;8455;GOOD;4855;GOOD
29/12/2022 22:42;11349;GOOD;20197,22;GOOD;3409;GOOD;6785;GOOD;8455;GOOD;4855;GOOD
29/12/2022 23:55;11349;GOOD;20201,8;GOOD;3409;GOOD;6785;GOOD;8455;GOOD;4855;GOOD
30/12/2022 02:07;11349;GOOD;20201,8;GOOD;3412;GOOD;6785;GOOD;8455;GOOD;4855;GOOD
30/12/2022 03:19;11349;GOOD;20201,8;GOOD;3412;GOOD;6785;GOOD;8462;GOOD;4855;GOOD
05/01/2023 22:28;11349;GOOD;20201,8;GOOD;3412;GOOD;6785;GOOD;8462;GOOD;4856;GOOD
05/01/2023 22:47;11349;GOOD;20207;GOOD;3412;GOOD;6785;GOOD;8462;GOOD;4856;GOOD
05/01/2023 23:59;11347;GOOD;20207;GOOD;3412;GOOD;6785;GOOD;8462;GOOD;4856;GOOD
06/01/2023 01:37;11347;GOOD;20207;GOOD;3412;GOOD;6785;GOOD;8460;GOOD;4856;GOOD
12/01/2023 22:51;11361;GOOD;20207;GOOD;3412;GOOD;6785;GOOD;8460;GOOD;4856;GOOD
13/01/2023 00:00;11361;GOOD;20215;GOOD;3412;GOOD;6785;GOOD;8460;GOOD;4856;GOOD
13/01/2023 02:32;11361;GOOD;20215;GOOD;3417;GOOD;6785;GOOD;8460;GOOD;4856;GOOD
13/01/2023 03:09;11361;GOOD;20215;GOOD;3417;GOOD;6785;GOOD;8460;GOOD;4858;GOOD
19/01/2023 23:13;11361;GOOD;20215;GOOD;3417;GOOD;6785;GOOD;8469;GOOD;4858;GOOD
19/01/2023 23:38;11361;GOOD;20222;GOOD;3417;GOOD;6785;GOOD;8469;GOOD;4858;GOOD
19/01/2023 23:41;11361;GOOD;20222;GOOD;3422;GOOD;6785;GOOD;8469;GOOD;4858;GOOD
20/01/2023 00:44;11361;GOOD;20222;GOOD;3422;GOOD;6785;GOOD;8469;GOOD;4860;GOOD
26/01/2023 21:23;11366;GOOD;20222;GOOD;3422;GOOD;6785;GOOD;8469;GOOD;4860;GOOD
26/01/2023 23:19;11366;GOOD;20222;GOOD;3422;GOOD;6785;GOOD;8475;GOOD;4860;GOOD
26/01/2023 23:29;11366;GOOD;20229;GOOD;3422;GOOD;6785;GOOD;8475;GOOD;4860;GOOD
02/02/2023 21:05;11372;GOOD;20229;GOOD;3422;GOOD;6785;GOOD;8475;GOOD;4860;GOOD
03/02/2023 00:23;11372;GOOD;20236;GOOD;3422;GOOD;6785;GOOD;8475;GOOD;4860;GOOD
03/02/2023 01:04;11372;GOOD;20236;GOOD;3422;GOOD;6785;GOOD;8485;GOOD;4860;GOOD
10/02/2023 00:06;11380;GOOD;20236;GOOD;3422;GOOD;6785;GOOD;8485;GOOD;4860;GOOD
10/02/2023 00:31;11380;GOOD;20236;GOOD;3422;GOOD;6785;GOOD;8485;GOOD;4866;GOOD
10/02/2023 00:37;11380;GOOD;20243;GOOD;3422;GOOD;6785;GOOD;8485;GOOD;4866;GOOD
10/02/2023 01:27;11380;GOOD;20243;GOOD;3422;GOOD;6785;GOOD;8492;GOOD;4866;GOOD
16/02/2023 22:48;11391;GOOD;20243;GOOD;3422;GOOD;6785;GOOD;8492;GOOD;4866;GOOD
16/02/2023 23:33;11391;GOOD;20255;GOOD;3422;GOOD;6785;GOOD;8492;GOOD;4866;GOOD
17/02/2023 00:20;11391;GOOD;20255;GOOD;3422;GOOD;6785;GOOD;8498;GOOD;4866;GOOD
23/02/2023 10:41;11391;GOOD;20255;GOOD;3422;GOOD;6785;GOOD;8506;GOOD;4866;GOOD
23/02/2023 21:06;11391;GOOD;20270;GOOD;3422;GOOD;6785;GOOD;8506;GOOD;4866;GOOD
23/02/2023 21:09;11391;GOOD;20270;GOOD;3422;GOOD;6785;GOOD;8506;GOOD;4868;GOOD
23/02/2023 23:14;11397;GOOD;20270;GOOD;3422;GOOD;6785;GOOD;8506;GOOD;4868;GOOD
02/03/2023 06:08;11397;GOOD;20270;GOOD;3422;GOOD;6785;GOOD;8512;GOOD;4868;GOOD
02/03/2023 22:36;11397;GOOD;20270;GOOD;3422;GOOD;6785;GOOD;8512;GOOD;4869;GOOD
03/03/2023 00:34;11404;GOOD;20270;GOOD;3422;GOOD;6785;GOOD;8512;GOOD;4869;GOOD
09/03/2023 09:35;11404;GOOD;20270;GOOD;3422;GOOD;6785;GOOD;8517;GOOD;4869;GOOD
09/03/2023 23:00;11404;GOOD;20276;GOOD;3422;GOOD;6785;GOOD;8517;GOOD;4869;GOOD
09/03/2023 23:06;11404;GOOD;20276;GOOD;3438;GOOD;6785;GOOD;8517;GOOD;4869;GOOD
16/03/2023 21:13;11404;GOOD;20276;GOOD;3438;GOOD;6785;GOOD;8517;GOOD;4870,6;GOOD
17/03/2023 00:40;11404;GOOD;20284;GOOD;3438;GOOD;6785;GOOD;8517;GOOD;4870,6;GOOD
17/03/2023 02:05;11415;GOOD;20284;GOOD;3438;GOOD;6785;GOOD;8517;GOOD;4870,6;GOOD
23/03/2023 08:38;11415;GOOD;20284;GOOD;3438;GOOD;6785;GOOD;8528;GOOD;4870,6;GOOD
23/03/2023 21:03;11415;GOOD;20284;GOOD;3438;GOOD;6785;GOOD;8528;GOOD;4872,25;GOOD
23/03/2023 21:03;11421;GOOD;20284;GOOD;3438;GOOD;6785;GOOD;8528;GOOD;4872,25;GOOD
23/03/2023 23:19;11421;GOOD;20289;GOOD;3438;GOOD;6785;GOOD;8528;GOOD;4872,25;GOOD
24/03/2023 00:51;11421;GOOD;20289;GOOD;3445;GOOD;6785;GOOD;8528;GOOD;4872,25;GOOD
30/03/2023 09:29;11421;GOOD;20289;GOOD;3445;GOOD;6785;GOOD;8535;GOOD;4872,25;GOOD
30/03/2023 23:16;11421;GOOD;20296;GOOD;3445;GOOD;6785;GOOD;8535;GOOD;4872,25;GOOD
30/03/2023 23:27;11421;GOOD;20296;GOOD;3445;GOOD;6785;GOOD;8535;GOOD;4872,91;GOOD
31/03/2023 00:29;11451;GOOD;20296;GOOD;3445;GOOD;6785;GOOD;8535;GOOD;4872,91;GOOD
31/03/2023 03:11;11451;GOOD;20296;GOOD;3452;GOOD;6785;GOOD;8535;GOOD;4872,91;GOOD
06/04/2023 23:57;11451;GOOD;20296;GOOD;3452;GOOD;6785;GOOD;8535;GOOD;4873,56;GOOD
07/04/2023 00:02;11451;GOOD;20304;GOOD;3452;GOOD;6785;GOOD;8535;GOOD;4873,56;GOOD
07/04/2023 02:19;11451;GOOD;20304;GOOD;3452;GOOD;6807;GOOD;8535;GOOD;4873,56;GOOD
07/04/2023 02:38;11459;GOOD;20304;GOOD;3452;GOOD;6807;GOOD;8535;GOOD;4873,56;GOOD
13/04/2023 22:48;11459;GOOD;20319;GOOD;3452;GOOD;6807;GOOD;8535;GOOD;4873,56;GOOD
14/04/2023 00:09;11459;GOOD;20319;GOOD;3457;GOOD;6807;GOOD;8535;GOOD;4873,56;GOOD
14/04/2023 00:18;11459;GOOD;20319;GOOD;3457;GOOD;6807;GOOD;8535;GOOD;4874,11;GOOD
14/04/2023 01:16;11468;GOOD;20319;GOOD;3457;GOOD;6807;GOOD;8535;GOOD;4874,11;GOOD
20/04/2023 08:59;11468;GOOD;20319;GOOD;3457;GOOD;6807;GOOD;8549;GOOD;4874,11;GOOD
21/04/2023 00:16;11468;GOOD;20319;GOOD;3459;GOOD;6807;GOOD;8549;GOOD;4874,11;GOOD
21/04/2023 03:10;11468;GOOD;20324;GOOD;3459;GOOD;6807;GOOD;8549;GOOD;4874,11;GOOD
21/04/2023 05:24;11468;GOOD;20324;GOOD;3459;GOOD;6807;GOOD;8549;GOOD;4877,77;GOOD
27/04/2023 11:19;11468;GOOD;20324;GOOD;3459;GOOD;6807;GOOD;8552;GOOD;4877,77;GOOD
27/04/2023 21:08;11468;GOOD;20329;GOOD;3459;GOOD;6807;GOOD;8552;GOOD;4877,77;GOOD
27/04/2023 22:57;11468;GOOD;20329;GOOD;3464;GOOD;6807;GOOD;8552;GOOD;4877,77;GOOD
28/04/2023 01:42;11468;GOOD;20329;GOOD;3464;GOOD;6807;GOOD;8552;GOOD;4886,21;GOOD
04/05/2023 07:54;11468;GOOD;20329;GOOD;3464;GOOD;6807;GOOD;8556;GOOD;4886,21;GOOD
04/05/2023 22:53;11536,4;GOOD;20329;GOOD;3464;GOOD;6807;GOOD;8556;GOOD;4886,21;GOOD
05/05/2023 00:02;11536,4;GOOD;20329;GOOD;3464;GOOD;6807;GOOD;8556;GOOD;4892,38;GOOD
05/05/2023 01:56;11536,4;GOOD;20329;GOOD;3467;GOOD;6807;GOOD;8556;GOOD;4892,38;GOOD
11/05/2023 12:03;11536,4;GOOD;20329;GOOD;3467;GOOD;6807;GOOD;8562;GOOD;4892,38;GOOD
11/05/2023 21:01;11566,04;GOOD;20329;GOOD;3467;GOOD;6807;GOOD;8562;GOOD;4892,38;GOOD
11/05/2023 21:02;11566,04;GOOD;20329;GOOD;3467;GOOD;6807;GOOD;8562;GOOD;4892,7;GOOD
11/05/2023 23:03;11566,04;GOOD;20340;GOOD;3467;GOOD;6807;GOOD;8562;GOOD;4892,7;GOOD
12/05/2023 00:53;11566,04;GOOD;20340;GOOD;3469;GOOD;6807;GOOD;8562;GOOD;4892,7;GOOD
18/05/2023 11:11;11566,04;GOOD;20340;GOOD;3469;GOOD;6807;GOOD;8568;GOOD;4892,7;GOOD
18/05/2023 23:24;11566,04;GOOD;20346;GOOD;3469;GOOD;6807;GOOD;8568;GOOD;4892,7;GOOD
18/05/2023 23:48;11594,27;GOOD;20346;GOOD;3469;GOOD;6807;GOOD;8568;GOOD;4892,7;GOOD
18/05/2023 23:49;11594,27;GOOD;20346;GOOD;3469;GOOD;6807;GOOD;8568;GOOD;4907;GOOD
19/05/2023 00:35;11594,27;GOOD;20346;GOOD;3472;GOOD;6807;GOOD;8568;GOOD;4907;GOOD
25/05/2023 09:00;11594,27;GOOD;20346;GOOD;3472;GOOD;6807;GOOD;8575;GOOD;4907;GOOD
25/05/2023 23:08;11594,27;GOOD;20353;GOOD;3472;GOOD;6807;GOOD;8575;GOOD;4907;GOOD
25/05/2023 23:40;11594,27;GOOD;20353;GOOD;3472;GOOD;6807;GOOD;8575;GOOD;4914;GOOD
26/05/2023 00:26;11622,77;GOOD;20353;GOOD;3472;GOOD;6807;GOOD;8575;GOOD;4914;GOOD
01/06/2023 07:55;11622,77;GOOD;20353;GOOD;3472;GOOD;6807;GOOD;8580;GOOD;4914;GOOD
02/06/2023 00:10;11648,21;GOOD;20353;GOOD;3472;GOOD;6807;GOOD;8580;GOOD;4914;GOOD
02/06/2023 00:25;11648,21;GOOD;20353;GOOD;3477;GOOD;6807;GOOD;8580;GOOD;4914;GOOD
02/06/2023 05:08;11648,21;GOOD;20353;GOOD;3477;GOOD;6807;GOOD;8580;GOOD;4921;GOOD
08/06/2023 09:27;11648,21;GOOD;20353;GOOD;3477;GOOD;6807;GOOD;8589;GOOD;4921;GOOD
08/06/2023 23:01;11648,21;GOOD;20353;GOOD;3477;GOOD;6807;GOOD;8589;GOOD;4927;GOOD
08/06/2023 23:11;11677,02;GOOD;20353;GOOD;3477;GOOD;6807;GOOD;8589;GOOD;4927;GOOD
08/06/2023 23:25;11677,02;GOOD;20366;GOOD;3477;GOOD;6807;GOOD;8589;GOOD;4927;GOOD
09/06/2023 04:41;11677,02;GOOD;20366;GOOD;3479;GOOD;6807;GOOD;8589;GOOD;4927;GOOD
15/06/2023 22:41;11677,02;GOOD;20366;GOOD;3479;GOOD;6807;GOOD;8589;GOOD;4933;GOOD
15/06/2023 23:09;11705;GOOD;20366;GOOD;3479;GOOD;6807;GOOD;8589;GOOD;4933;GOOD
15/06/2023 23:21;11705;GOOD;20366;GOOD;3482;GOOD;6807;GOOD;8589;GOOD;4933;GOOD
15/06/2023 23:29;11705;GOOD;20371;GOOD;3482;GOOD;6807;GOOD;8589;GOOD;4933;GOOD
22/06/2023 07:43;11705;GOOD;20371;GOOD;3482;GOOD;6807;GOOD;8599;GOOD;4933;GOOD
22/06/2023 22:04;11705;GOOD;20380;GOOD;3482;GOOD;6807;GOOD;8599;GOOD;4933;GOOD
23/06/2023 00:17;11705;GOOD;20380;GOOD;3482;GOOD;6807;GOOD;8599;GOOD;4939;GOOD
23/06/2023 01:54;11729;GOOD;20380;GOOD;3482;GOOD;6807;GOOD;8599;GOOD;4939;GOOD
23/06/2023 02:27;11729;GOOD;20380;GOOD;3482,89;GOOD;6807;GOOD;8599;GOOD;4939;GOOD
23/06/2023 02:42;11729;GOOD;20380;GOOD;3482,89;GOOD;6827,2;GOOD;8599;GOOD;4939;GOOD
29/06/2023 08:05;11729;GOOD;20380;GOOD;3482,89;GOOD;6827,2;GOOD;8604;GOOD;4939;GOOD
29/06/2023 21:01;11729;GOOD;20380;GOOD;3482,89;GOOD;6827,2;GOOD;8604;GOOD;4962;GOOD
29/06/2023 21:01;11677,02;GOOD;20380;GOOD;3482,89;GOOD;6827,2;GOOD;8604;GOOD;4962;GOOD
29/06/2023 23:31;11677,02;GOOD;20385;GOOD;3482,89;GOOD;6827,2;GOOD;8604;GOOD;4962;GOOD
30/06/2023 00:56;11677,02;GOOD;20385;GOOD;3484;GOOD;6827,2;GOOD;8604;GOOD;4962;GOOD
06/07/2023 08:11;11677,02;GOOD;20385;GOOD;3484;GOOD;6827,2;GOOD;8608;GOOD;4962;GOOD
06/07/2023 21:03;11677,02;GOOD;20385;GOOD;3485;GOOD;6827,2;GOOD;8608;GOOD;4962;GOOD
06/07/2023 22:21;11677,02;GOOD;20385;GOOD;3485;GOOD;6827,2;GOOD;8608;GOOD;4963;GOOD
06/07/2023 22:41;11758;GOOD;20385;GOOD;3485;GOOD;6827,2;GOOD;8608;GOOD;4963;GOOD
07/07/2023 00:20;11758;GOOD;20393;GOOD;3485;GOOD;6827,2;GOOD;8608;GOOD;4963;GOOD
13/07/2023 06:04;11758;GOOD;20393;GOOD;3485;GOOD;6827,2;GOOD;8613;GOOD;4963;GOOD
13/07/2023 23:22;11758;GOOD;20393;GOOD;3485;GOOD;6827,2;GOOD;8613;GOOD;4967;GOOD
14/07/2023 00:46;11758;GOOD;20399;GOOD;3485;GOOD;6827,2;GOOD;8613;GOOD;4967;GOOD
14/07/2023 00:52;11758;GOOD;20399;GOOD;3486;GOOD;6827,2;GOOD;8613;GOOD;4967;GOOD
14/07/2023 03:17;11766;GOOD;20399;GOOD;3486;GOOD;6827,2;GOOD;8613;GOOD;4967;GOOD
20/07/2023 08:45;11766;GOOD;20399;GOOD;3486;GOOD;6827,2;GOOD;8617;GOOD;4967;GOOD
20/07/2023 22:16;11766;GOOD;20399;GOOD;3494;GOOD;6827,2;GOOD;8617;GOOD;4967;GOOD
20/07/2023 22:31;11766;GOOD;20406;GOOD;3494;GOOD;6827,2;GOOD;8617;GOOD;4967;GOOD
20/07/2023 23:55;11786;GOOD;20406;GOOD;3494;GOOD;6827,2;GOOD;8617;GOOD;4967;GOOD
27/07/2023 06:11;11786;GOOD;20406;GOOD;3494;GOOD;6827,2;GOOD;8621;GOOD;4967;GOOD
27/07/2023 22:30;11786;GOOD;20406;GOOD;3503;GOOD;6827,2;GOOD;8621;GOOD;4967;GOOD
27/07/2023 22:50;11786;GOOD;20406;GOOD;3503;GOOD;6833;GOOD;8621;GOOD;4967;GOOD
27/07/2023 23:05;11786;GOOD;20412;GOOD;3503;GOOD;6833;GOOD;8621;GOOD;4967;GOOD
27/07/2023 23:19;11786;GOOD;20412;GOOD;3503;GOOD;6833;GOOD;8621;GOOD;4970;GOOD
27/07/2023 23:25;11799;GOOD;20412;GOOD;3503;GOOD;6833;GOOD;8621;GOOD;4970;GOOD
03/08/2023 08:59;11799;GOOD;20412;GOOD;3503;GOOD;6833;GOOD;8625;GOOD;4970;GOOD
03/08/2023 21:07;11799;GOOD;20419;GOOD;3503;GOOD;6833;GOOD;8625;GOOD;4970;GOOD
04/08/2023 00:14;11783;GOOD;20419;GOOD;3503;GOOD;6833;GOOD;8625;GOOD;4970;GOOD
04/08/2023 00:15;11783;GOOD;20419;GOOD;3503;GOOD;6833;GOOD;8625;GOOD;4971,21;GOOD
04/08/2023 00:55;11783;GOOD;20419;GOOD;3505;GOOD;6833;GOOD;8625;GOOD;4971,21;GOOD
10/08/2023 07:43;11783;GOOD;20419;GOOD;3505;GOOD;6833;GOOD;8629;GOOD;4971,21;GOOD
10/08/2023 21:09;11783;GOOD;20419;GOOD;3508;GOOD;6833;GOOD;8629;GOOD;4971,21;GOOD
10/08/2023 23:14;11783;GOOD;20419;GOOD;3508;GOOD;6833;GOOD;8629;GOOD;4971,8;GOOD
10/08/2023 23:38;11788;GOOD;20419;GOOD;3508;GOOD;6833;GOOD;8629;GOOD;4971,8;GOOD
11/08/2023 00:09;11788;GOOD;20426;GOOD;3508;GOOD;6833;GOOD;8629;GOOD;4971,8;GOOD
17/08/2023 08:43;11792;GOOD;20426;GOOD;3508;GOOD;6833;GOOD;8629;GOOD;4971,8;GOOD
17/08/2023 09:22;11792;GOOD;20426;GOOD;3508;GOOD;6833;GOOD;8641;GOOD;4971,8;GOOD
17/08/2023 21:06;11792;GOOD;20426;GOOD;3508;GOOD;6833;GOOD;8641;GOOD;4972,22;GOOD
18/08/2023 00:25;11792;GOOD;20432;GOOD;3508;GOOD;6833;GOOD;8641;GOOD;4972,22;GOOD
18/08/2023 01:33;11792;GOOD;20432;GOOD;3511;GOOD;6833;GOOD;8641;GOOD;4972,22;GOOD
24/08/2023 06:03;11797;GOOD;20432;GOOD;3511;GOOD;6833;GOOD;8641;GOOD;4972,22;GOOD
24/08/2023 10:02;11797;GOOD;20432;GOOD;3511;GOOD;6833;GOOD;8644;GOOD;4972,22;GOOD
24/08/2023 21:04;11797;GOOD;20441;GOOD;3511;GOOD;6833;GOOD;8644;GOOD;4972,22;GOOD
25/08/2023 01:24;11797;GOOD;20441;GOOD;3514;GOOD;6833;GOOD;8644;GOOD;4972,22;GOOD
31/08/2023 06:02;11797;GOOD;20441;GOOD;3514;GOOD;6833;GOOD;8650;GOOD;4972,22;GOOD
31/08/2023 07:04;11803;GOOD;20441;GOOD;3514;GOOD;6833;GOOD;8650;GOOD;4972,22;GOOD
31/08/2023 23:26;11803;GOOD;20452;GOOD;3514;GOOD;6833;GOOD;8650;GOOD;4972,22;GOOD
01/09/2023 00:03;11803;GOOD;20452;GOOD;3514;GOOD;6833;GOOD;8650;GOOD;4973;GOOD
01/09/2023 02:50;11803;GOOD;20452;GOOD;3514;GOOD;6842,24;GOOD;8650;GOOD;4973;GOOD
01/09/2023 02:54;11803;GOOD;20452;GOOD;3515;GOOD;6842,24;GOOD;8650;GOOD;4973;GOOD
07/09/2023 09:15;11803;GOOD;20452;GOOD;3515;GOOD;6842,24;GOOD;8658;GOOD;4973;GOOD
07/09/2023 11:44;11809;GOOD;20452;GOOD;3515;GOOD;6842,24;GOOD;8658;GOOD;4973;GOOD
07/09/2023 22:07;11809;GOOD;20452;GOOD;3515;GOOD;6843,77;GOOD;8658;GOOD;4973;GOOD
07/09/2023 22:07;11809;GOOD;20452;GOOD;3520;GOOD;6843,77;GOOD;8658;GOOD;4973;GOOD
07/09/2023 23:32;11809;GOOD;20461;GOOD;3520;GOOD;6843,77;GOOD;8658;GOOD;4973;GOOD
14/09/2023 08:30;11815;GOOD;20461;GOOD;3520;GOOD;6843,77;GOOD;8658;GOOD;4973;GOOD
14/09/2023 09:41;11815;GOOD;20461;GOOD;3520;GOOD;6843,77;GOOD;8672;GOOD;4973;GOOD
15/09/2023 00:13;11815;GOOD;20461;GOOD;3520;GOOD;6843,77;GOOD;8672;GOOD;4975;GOOD
21/09/2023 08:17;11820;GOOD;20461;GOOD;3520;GOOD;6843,77;GOOD;8672;GOOD;4975;GOOD
21/09/2023 09:26;11820;GOOD;20461;GOOD;3520;GOOD;6843,77;GOOD;8694;GOOD;4975;GOOD
21/09/2023 23:40;11820;GOOD;20480;GOOD;3520;GOOD;6843,77;GOOD;8694;GOOD;4975;GOOD
22/09/2023 01:37;11820;GOOD;20480;GOOD;3523;GOOD;6843,77;GOOD;8694;GOOD;4975;GOOD
22/09/2023 03:55;11820;GOOD;20480;GOOD;3523;GOOD;6843,77;GOOD;8694;GOOD;4976;GOOD
28/09/2023 10:24;11825;GOOD;20480;GOOD;3523;GOOD;6843,77;GOOD;8694;GOOD;4976;GOOD
28/09/2023 23:05;11825;GOOD;20480;GOOD;3523;GOOD;6843,77;GOOD;8694;GOOD;4980;GOOD
05/10/2023 11:02;11831;GOOD;20480;GOOD;3523;GOOD;6843,77;GOOD;8694;GOOD;4980;GOOD
05/10/2023 21:04;11831;GOOD;20480;GOOD;3523;GOOD;6843,77;GOOD;8694;GOOD;4983;GOOD
06/10/2023 02:39;11831;GOOD;20481;GOOD;3523;GOOD;6843,77;GOOD;8694;GOOD;4983;GOOD
12/10/2023 06:02;11835,87;GOOD;20481;GOOD;3523;GOOD;6843,77;GOOD;8694;GOOD;4983;GOOD
12/10/2023 08:28;11835,87;GOOD;20481;GOOD;3523;GOOD;6843,77;GOOD;9198;GOOD;4983;GOOD
12/10/2023 21:11;11835,87;GOOD;20580;GOOD;3523;GOOD;6843,77;GOOD;9198;GOOD;4983;GOOD
12/10/2023 23:27;11835,87;GOOD;20580;GOOD;3523;GOOD;6843,77;GOOD;9198;GOOD;4990;GOOD
19/10/2023 06:05;11841,01;GOOD;20580;GOOD;3523;GOOD;6843,77;GOOD;9198;GOOD;4990;GOOD
19/10/2023 07:50;11841,01;GOOD;20580;GOOD;3523;GOOD;6843,77;GOOD;9380;GOOD;4990;GOOD
19/10/2023 22:18;11841,01;GOOD;20580;GOOD;3550;GOOD;6843,77;GOOD;9380;GOOD;4990;GOOD
19/10/2023 22:18;11841,01;GOOD;20580;GOOD;3550;GOOD;6848;GOOD;9380;GOOD;4990;GOOD
19/10/2023 23:15;11841,01;GOOD;20580;GOOD;3550;GOOD;6848;GOOD;9380;GOOD;4992;GOOD
26/10/2023 08:41;11847;GOOD;20580;GOOD;3550;GOOD;6848;GOOD;9380;GOOD;4992;GOOD
26/10/2023 23:53;11847;GOOD;20580;GOOD;3553;GOOD;6848;GOOD;9380;GOOD;4992;GOOD
27/10/2023 00:08;11847;GOOD;20658;GOOD;3553;GOOD;6848;GOOD;9380;GOOD;4992;GOOD
02/11/2023 08:53;11847;GOOD;20658;GOOD;3553;GOOD;6848;GOOD;10897;GOOD;4992;GOOD
02/11/2023 10:13;11852;GOOD;20658;GOOD;3553;GOOD;6848;GOOD;10897;GOOD;4992;GOOD
03/11/2023 00:01;11852;GOOD;20692;GOOD;3553;GOOD;6848;GOOD;10897;GOOD;4992;GOOD
03/11/2023 00:08;11852;GOOD;20692;GOOD;3554;GOOD;6848;GOOD;10897;GOOD;4992;GOOD
09/11/2023 06:57;11858;GOOD;20692;GOOD;3554;GOOD;6848;GOOD;10897;GOOD;4992;GOOD
09/11/2023 07:35;11858;GOOD;20692;GOOD;3554;GOOD;6848;GOOD;11993;GOOD;4992;GOOD
10/11/2023 00:31;11858;GOOD;20692;GOOD;3564;GOOD;6848;GOOD;11993;GOOD;4992;GOOD
16/11/2023 09:34;11864;GOOD;20692;GOOD;3564;GOOD;6848;GOOD;11993;GOOD;4992;GOOD
16/11/2023 13:18;11864;GOOD;20692;GOOD;3564;GOOD;6848;GOOD;12003;GOOD;4992;GOOD
17/11/2023 00:24;11864;GOOD;20692;GOOD;3564;GOOD;6848;GOOD;12003;GOOD;5010;GOOD
17/11/2023 00:40;11864;GOOD;20755;GOOD;3564;GOOD;6848;GOOD;12003;GOOD;5010;GOOD
23/11/2023 08:39;11871;GOOD;20755;GOOD;3564;GOOD;6848;GOOD;12003;GOOD;5010;GOOD
23/11/2023 21:01;11871;GOOD;20755;GOOD;3564;GOOD;6848;GOOD;12003;GOOD;5011;GOOD
30/11/2023 06:02;11877;GOOD;20755;GOOD;3564;GOOD;6848;GOOD;12003;GOOD;5011;GOOD
30/11/2023 10:04;11877;GOOD;20755;GOOD;3564;GOOD;6848;GOOD;16997;GOOD;5011;GOOD
30/11/2023 22:39;11877;GOOD;20755;GOOD;3564;GOOD;6848;GOOD;16997;GOOD;5016;GOOD
30/11/2023 23:54;11877;GOOD;20818;GOOD;3564;GOOD;6848;GOOD;16997;GOOD;5016;GOOD
07/12/2023 07:24;11877;GOOD;20818;GOOD;3564;GOOD;6848;GOOD;18817;GOOD;5016;GOOD
07/12/2023 08:30;11882;GOOD;20818;GOOD;3564;GOOD;6848;GOOD;18817;GOOD;5016;GOOD
08/12/2023 01:44;11882;GOOD;20818;GOOD;3564;GOOD;6848;GOOD;18817;GOOD;5025;GOOD
08/12/2023 02:24;11882;GOOD;20851;GOOD;3564;GOOD;6848;GOOD;18817;GOOD;5025;GOOD
14/12/2023 09:07;11882;GOOD;20851;GOOD;3564;GOOD;6848;GOOD;20697;GOOD;5025;GOOD
14/12/2023 10:21;11887;GOOD;20851;GOOD;3564;GOOD;6848;GOOD;20697;GOOD;5025;GOOD
